TimeInSec,Flame_1_HeightInCM,Flame_2_HeightInCM
0,16.9621147865423,17.4229573084535
1,17.3307888040712,19.2663273960984
2,18.6211478654227,21.4783715012723
3,17.607294317218,19.2663273960984
4,17.8837998303647,19.2663273960984
5,17.0542832909245,17.3307888040712
6,17.8837998303647,18.0681368391292
7,17.5151258128357,17.975968334747
8,24.5199321458863,26.7319762510602
9,24.7042691546508,27.1006502685892
10,19.1741588917161,23.7825841108284
11,30.6952219394968,36.2253322024314
12,30.6952219394968,37.2391857506361
13,30.787390443879,37.0548487418717
14,30.6952219394968,36.5018377155782
15,30.6952219394968,35.8566581849025
16,30.6952219394968,35.5801526717557
17,30.787390443879,37.4235227594006
18,30.6952219394968,37.3313542550184
19,30.6952219394968,36.2253322024314
20,30.6952219394968,35.4879841673735
21,30.6952219394968,35.3958156629912
22,30.6952219394968,35.4879841673735
23,30.6952219394968,35.2114786542268
24,30.787390443879,35.9488266892847
25,30.6952219394968,35.3958156629912
26,30.6952219394968,36.2253322024314
27,30.6952219394968,36.5940062199604
28,30.787390443879,36.6861747243427
29,30.6952219394968,36.3175007068137
30,30.787390443879,38.0687022900763
31,30.787390443879,36.5940062199604
32,30.6952219394968,35.5801526717557
33,30.6030534351145,35.1193101498445
34,30.6952219394968,35.0271416454623
35,38.6217133163698,38.6217133163698
36,30.787390443879,38.0687022900763
37,30.6952219394968,36.5018377155782
38,30.6952219394968,37.7000282725474
39,37.7000282725474,37.7000282725474
40,30.6952219394968,36.6861747243427
41,30.6952219394968,39.3590613514278
42,30.787390443879,41.3867684478372
43,30.6952219394968,35.672321176138
44,30.6952219394968,36.4096692111959
45,30.6952219394968,35.5801526717557
46,30.6952219394968,38.5295448119876
47,30.6952219394968,34.8428046366978
48,30.787390443879,38.0687022900763
49,30.6952219394968,36.1331636980492
50,30.787390443879,37.7000282725474
51,30.787390443879,35.8566581849025
52,30.6952219394968,34.566299123551
53,30.6952219394968,35.7644896805202
54,30.6952219394968,35.2114786542268
55,30.787390443879,35.7644896805202
56,30.6952219394968,35.7644896805202
57,30.6952219394968,36.3175007068137
58,30.6952219394968,36.5940062199604
59,30.6952219394968,35.672321176138
60,30.6030534351145,35.2114786542268
61,30.6952219394968,35.3958156629912
62,30.6952219394968,36.5018377155782
63,30.6952219394968,35.9488266892847
64,30.6952219394968,38.8982188295166
65,30.787390443879,38.8982188295166
66,30.6952219394968,34.566299123551
67,30.6952219394968,38.9903873338988
68,30.8795589482612,38.8982188295166
69,30.6952219394968,37.4235227594006
70,44.7970031099802,44.7970031099802
71,30.6952219394968,38.2530392988408
72,30.6952219394968,37.9765337856941
73,30.6952219394968,38.1608707944586
74,30.6952219394968,35.7644896805202
75,30.6952219394968,34.7506361323155
76,30.6952219394968,35.0271416454623
77,30.6952219394968,36.040995193667
78,30.6952219394968,34.93497314108
79,30.6952219394968,34.7506361323155
80,30.6952219394968,34.8428046366978
81,30.6952219394968,35.2114786542268
82,30.6030534351145,22.492225049477
83,30.6030534351145,33.1837715578174
84,30.6030534351145,22.123551031948
85,22.6765620582415,22.3078880407125
86,24.7964376590331,22.3078880407125
87,22.0313825275657,22.2157195363302
88,22.6765620582415,22.492225049477
89,22.6765620582415,21.9392140231835
90,21.8470455188012,21.9392140231835
91,21.754877014419,18.7133163698049
92,18.7133163698049,18.7133163698049
93,21.754877014419,18.0681368391292
94,18.9898218829517,18.1603053435115
95,18.8054848741872,18.4368108566582
96,19.4506644048629,20.1880124399208
97,19.2663273960984,17.975968334747
98,19.0819903873339,17.975968334747
99,18.8976533785694,17.8837998303647
100,18.9898218829517,18.5289793610404
101,18.8054848741872,17.5151258128357
102,22.4000565450947,21.9392140231835
103,18.8976533785694,17.4229573084535
104,16.501272264631,14.8422391857506
105,17.1464517953068,16.2247667514843
106,16.5934407690133,15.2109132032796
107,17.3307888040712,14.7500706813684
108,15.9482612383376,14.4735651682217
109,15.9482612383376,14.3813966638394
110,16.4091037602488,14.1048911506927
111,15.3030817076619,11.8928470455188
112,15.2109132032796,15.2109132032796
113,15.1187446988974,15.1187446988974
114,15.2109132032796,15.2109132032796
115,14.7500706813684,14.7500706813684
116,15.3030817076619,15.3030817076619
117,14.9344076901329,14.9344076901329
118,15.1187446988974,15.1187446988974
119,15.1187446988974,15.1187446988974
120,14.2892281594572,14.2892281594572
121,13.6440486287815,13.6440486287815
122,14.6579021769861,14.6579021769861
123,13.3675431156347,13.3675431156347
124,13.5518801243992,13.5518801243992
125,13.8283856375459,13.8283856375459
126,13.7362171331637,13.7362171331637
127,10.8789934973141,10.8789934973141
128,11.4320045236076,11.4320045236076
129,9.58863443596268,9.58863443596268
130,10.9711620016964,10.9711620016964
131,9.40429742719819,9.40429742719819
132,10.3259824710206,10.3259824710206
133,11.5241730279898,12.1693525586655
134,4.51936669493921,4.51936669493921
135,4.51936669493921,4.51936669493921
136,NaN,NaN
137,NaN,NaN
138,NaN,NaN
